Filename,Volume,x,y,z
00002128_labeled.obj,84.18234677,8.814820135,6.56670362,4.077464643
00006020_labeled.obj,25.04224325,6.506662176,5.546721056,2.034747766
00093950_labeled.obj,35.13299417,6.49441011,5.528659212,3.582899016
00084158_labeled.obj,11.94582119,4.858794838,1.870721579,5.078392197
00060621_labeled.obj,41.29239257,2.725379635,3.528076412,5.91660148
00040056_labeled.obj,32.82694485,6.772910706,3.416511446,3.95373699
00031951_labeled.obj,46.35711324,4.909317903,3.543610713,5.564113909
00024307_labeled.obj,32.10445812,6.73037346,3.378977679,4.884107433
00094911_labeled.obj,300.8058763,8.323922302,7.697799892,9.175181238
00027203_labeled.obj,90.11359542,8.904991728,3.941979748,6.248308703
00020626_labeled.obj,47.51481059,5.082870975,5.025111345,5.652186846
00076379_labeled.obj,429.859003,35.11841405,12.64929109,10.86142448
00011695_labeled.obj,8.807260968,5.121026377,3.635574396,2.21410183
00040620_labeled.obj,67.98391772,4.4786906,6.219119736,4.668912954
00010769_labeled.obj,66.4997671,6.136092273,6.93817813,4.321125232
00029597_labeled.obj,47.50572618,7.389488846,5.740261439,2.862363452
00009723_labeled.obj,136.4449198,9.443352921,6.014716821,5.406035919
00007246_labeled.obj,165.8536389,7.014522648,8.412838885,6.658368941
00047485_labeled.obj,64.72195432,6.149489471,6.439160217,3.076354663
00097306_labeled.obj,180.3691378,5.31959052,8.303267486,8.060704578
00073123_labeled.obj,75.77247376,6.546615351,4.702739573,5.342475769
00064343_labeled.obj,90.18848522,7.013839905,4.838371085,6.829044433
00026616_labeled.obj,40.32617138,6.902946367,1.857613073,5.484162406
00045575_labeled.obj,24.18280941,2.279698246,4.826467597,3.95726992
00071565_labeled.obj,71.79634523,7.898215092,3.170956265,6.832930626
00101138_labeled.obj,38.6955112,2.350968543,3.461427045,3.683879972
00049397_labeled.obj,105.9154137,4.380870347,7.151921891,7.060760048
00077453_labeled.obj,123.449759,8.042703976,6.688592862,5.288850554
00024441_labeled.obj,91.84814394,8.542737576,6.355446245,7.204465794
00043336_labeled.obj,14.05790096,8.015865027,2.451416385,5.469007851
00037333_labeled.obj,90.17182965,8.531424734,6.749606193,4.282251903
00043482_labeled.obj,144.5052344,7.9777313,6.608290504,5.346719815
00030509_labeled.obj,11.91074877,2.959783631,2.373550426,4.917932806
00056893_labeled.obj,113.8120231,8.7871985,7.805173445,3.223250385
00084324_labeled.obj,114.5608991,34.791232,10.82361647,10.81134333
00015680_labeled.obj,30.49330085,6.161616306,3.779014253,3.708401714
00054815_labeled.obj,29.99836803,5.056258404,2.804600079,4.082250098
00062848_labeled.obj,35.8156597,6.175906972,3.48845636,5.208488667
00087553_labeled.obj,66.17957708,6.485943842,3.535660529,6.866120329
00007026_labeled.obj,146.559778,8.181856136,6.11702048,6.471929517
00033664_labeled.obj,54.51900577,3.752679535,5.452770477,5.879586469
00030211_labeled.obj,21.91866756,6.205431138,3.039937428,4.496977486
00099952_labeled.obj,18.94519143,3.994462466,3.686241203,3.21761609
00055895_labeled.obj,39.03342888,5.26544542,2.840275716,6.344810881
00083637_labeled.obj,19.28525507,9.177890691,2.957653405,4.806781921
00093541_labeled.obj,23.3438972,3.686943439,3.994836349,2.976097542
00072829_labeled.obj,0.039730771,0.043464429,0.127619867,0.103982936
00044295_labeled.obj,5.439262059,4.244048186,1.788783255,3.564105642
00022499_labeled.obj,24.3144869,4.883956427,6.117144167,2.406046246
00013683_labeled.obj,5.771332955,4.866884212,3.869418695,1.706637818
00001537_labeled.obj,38.63811053,9.026479239,6.196418194,3.594801987
00044939_labeled.obj,12.14840263,2.672508509,8.808053804,1.385855856
00012743_labeled.obj,176.1220865,8.667478658,5.28583653,8.120477652
00045567_labeled.obj,12.14950922,7.204685548,2.205407379,4.252729994
00041953_labeled.obj,142.4607259,35.3460898,11.31243417,12.12157565
00032192_labeled.obj,46.39283708,2.67519132,5.774042522,5.650406384
00080578_labeled.obj,51.07109108,8.767106316,5.026064135,4.777119617
00018522_labeled.obj,3.033988895,6.23028447,4.91475487,2.416287182
00004601_labeled.obj,166.5682369,7.6565598,5.688781831,7.710533913
00090143_labeled.obj,36.68487101,3.590704215,6.782423367,3.615010267
00026306_labeled.obj,86.58055044,4.34019108,7.168554446,5.219359967
00003472_labeled.obj,10.92956844,3.620500516,2.205550745,7.688853175
00041762_labeled.obj,88.6040082,5.808459388,5.958853055,5.171610099
00092967_labeled.obj,15.14163319,7.361870823,3.142216741,1.968575848
00071845_labeled.obj,10.10075374,9.764288411,3.862900114,4.2170124
00057553_labeled.obj,71.87605998,6.773253884,6.185255192,4.052984744
00079615_labeled.obj,7.986949503,4.358381936,5.800010881,7.087828686
00007472_labeled.obj,33.97826845,4.616987825,2.802268423,6.351326452
00022534_labeled.obj,194.514332,7.155531585,7.643874847,6.973663514
00076356_labeled.obj,13.32969489,5.11016629,3.748405763,2.281046877
00054392_labeled.obj,10.28549222,3.204398685,3.231258404,3.057248213
00005907_labeled.obj,53.10364014,4.243845892,6.806192675,5.132485444
00065490_labeled.obj,16.1494262,3.707771349,2.061909431,7.240203896
00028130_labeled.obj,28.59733793,9.97822092,2.670990623,2.976724972
00047077_labeled.obj,49.4754337,3.816230128,4.033480027,6.291219984
00098544_labeled.obj,251.8393538,35.07712216,10.83206046,12.94210102
00052470_labeled.obj,48.18405074,6.537822762,5.437245724,3.938889489
00026395_labeled.obj,36.52856534,4.432418129,5.528882936,3.260701256
00022387_labeled.obj,33.25240792,5.721065733,3.335329168,4.443459552
00075782_labeled.obj,182.377927,35.02807183,10.74109054,11.43560566
00004735_labeled.obj,38.877208,2.431770768,6.840730406,4.605872162
00036897_labeled.obj,38.61098265,7.880313228,5.08358702,4.326358513
00025692_labeled.obj,45.54824694,6.294399801,6.328322069,2.146839945
00037639_labeled.obj,10.0043652,2.865740747,5.017559636,2.332787321
00083831_labeled.obj,38.05308974,4.423550885,5.207615838,1.593410367
00072683_labeled.obj,24.72785899,7.092159204,3.265693031,6.105952868
00003242_labeled.obj,52.70500429,9.587534751,4.195318078,4.547957068
00019715_labeled.obj,11.34253805,5.606434562,2.840024504,3.010064213
00015674_labeled.obj,88.32272336,7.134749431,6.394419104,3.547200087
00034984_labeled.obj,55.5684715,7.962920449,4.116224972,4.025215152
00000979_labeled.obj,352.66702,34.69222107,11.53494975,11.48889943
00035745_labeled.obj,67.7044509,6.427669766,6.328989761,3.114719979
00098910_labeled.obj,5.002557415,1.445132073,2.727851647,2.637200433
00096139_labeled.obj,114.4987582,35.45451412,11.18834331,11.08250533
00055137_labeled.obj,5.064904639,6.268866134,3.145770894,2.255822823
00002674_labeled.obj,55.37856828,5.704526949,3.279373652,4.985747313
00051662_labeled.obj,93.45085927,6.062135552,7.548427341,5.158921722
00039390_labeled.obj,35.89678777,8.733875824,2.596390217,4.338251521
00065426_labeled.obj,8.288951983,8.317611434,2.566600087,4.844678397
00067927_labeled.obj,103.055249,9.764931418,4.169880328,6.889499648
00089107_labeled.obj,18.83244831,7.443007797,2.952939031,3.613330348
00071139_labeled.obj,9.791700474,4.395371735,3.161186974,2.863313062
00010126_labeled.obj,58.44979091,4.778671746,4.785796458,5.846920338
00012771_labeled.obj,17.28846289,4.209818262,2.626242361,5.467405524
00099360_labeled.obj,14.03825293,4.729927188,2.582976011,3.795987804
00083350_labeled.obj,2.38773687,8.724693096,5.664628564,1.933954581
00025155_labeled.obj,155.8652975,35.00333387,10.73193972,11.38203012
00015818_labeled.obj,28.67781404,3.037139623,1.878060758,7.967706582
00031008_labeled.obj,9.71983969,4.325052704,3.490456277,3.212630711
00061794_labeled.obj,68.8295759,5.627612875,6.522326532,4.245824335
00090529_labeled.obj,48.01610088,7.166597578,4.664800459,4.308510039
00086890_labeled.obj,18.91983629,3.557088399,4.901723729,3.694437526
00007233_labeled.obj,76.7291967,9.162566879,3.201227598,6.045464313
00051033_labeled.obj,24.52843122,4.161584257,4.274541004,4.594532114
00096658_labeled.obj,193.4295672,6.462239256,7.586177552,8.037044544
00041723_labeled.obj,1.274254101,8.58861509,5.239875629,5.46121093
00022068_labeled.obj,5.050725803,7.366578988,3.744574621,2.780736095
00002892_labeled.obj,98.05363491,9.295421417,6.26604816,3.165810021
00018347_labeled.obj,84.39643168,8.294248822,8.063501782,3.748763239
00090216_labeled.obj,20.21608159,3.665141385,3.221623374,5.397296614
00060334_labeled.obj,166.7422007,7.251969492,8.613991617,5.656501918
00080003_labeled.obj,204.9542013,35.27929281,13.28085829,11.02551487
00007681_labeled.obj,63.64034858,5.472839481,4.431548208,6.512646874
00010038_labeled.obj,10.14176571,4.919035266,3.545050217,2.294773104
00032093_labeled.obj,129.1460762,7.074028555,4.3088501,8.151049792
00022932_labeled.obj,59.48832694,6.783151868,4.361889655,5.052263237
00032669_labeled.obj,29.09336072,3.0803849,6.176082323,3.451247709
00053239_labeled.obj,37.74571392,6.18183974,4.133395061,3.961407626
00063298_labeled.obj,6.534500066,6.353214533,2.808146404,3.354764345
00082257_labeled.obj,131.4167037,8.592279271,3.947489942,7.325626383
00060718_labeled.obj,28.06722961,5.169866061,3.25919177,4.899317022
00076532_labeled.obj,26.44034341,2.127796712,4.692786119,3.874342248
00008470_labeled.obj,43.16408371,4.910059649,3.097137869,4.022412482
00011299_labeled.obj,96.88964649,7.097329757,4.995032241,6.615985523
00026463_labeled.obj,20.16041249,3.31359319,3.048519519,5.820927897
00060760_labeled.obj,6.062060185,1.682158673,4.885432545,2.278131668
00079429_labeled.obj,13.14247043,5.673626457,3.020026693,3.493440121
00041315_labeled.obj,126.0090863,35.23221096,11.74938378,11.01731291
00010147_labeled.obj,18.61837636,6.738660311,2.550891779,7.068232304
00074606_labeled.obj,92.28316618,4.434810744,6.937765638,5.595073556
00093329_labeled.obj,19.15164073,3.523465359,4.141623827,3.572721975
00033817_labeled.obj,146.2013039,7.158608147,5.980778824,6.196690178
00029866_labeled.obj,14.00924776,5.073573855,3.967958456,2.528497065
00017787_labeled.obj,26.39763113,3.482511549,5.016355427,3.817873019
00011247_labeled.obj,69.96857765,7.375201794,4.874988487,5.214310919
00094208_labeled.obj,23.4629566,5.960428354,2.44059346,2.238715952
00058035_labeled.obj,226.8842329,9.090647553,7.692862339,7.206689829
00094599_labeled.obj,48.41521202,3.297420464,6.852784542,4.809008403
00083456_labeled.obj,91.72472946,8.506509993,3.865440235,5.350949938
00000130_labeled.obj,118.8677007,7.930489502,3.792159936,8.003913995
00038266_labeled.obj,82.44915249,6.900610345,4.804749921,7.080241285
00015850_labeled.obj,48.51670602,8.333760079,4.042439816,3.369359205
00096089_labeled.obj,56.80103553,5.984439994,4.091256468,5.219020325
00088958_labeled.obj,126.9201347,8.420601035,9.969970042,2.954209694
00000526_labeled.obj,3.719683429,6.340661434,1.894302817,4.022707391
00009621_labeled.obj,47.33263767,3.850898358,4.723429981,5.722350544
00084823_labeled.obj,17.71133178,3.231376108,6.827621222,2.463100497
00096530_labeled.obj,31.72520869,2.80093063,6.167839075,3.606580066
00047091_labeled.obj,6.30644633,3.654331872,1.906937873,1.877287196
00021555_labeled.obj,78.8569771,6.032611385,8.079101943,5.745256197
00100278_labeled.obj,153.9007415,35.17329261,10.9259697,12.06465683
00080807_labeled.obj,73.18404445,10.04712991,2.484180053,5.916728817
00033313_labeled.obj,300.9006096,9.86018807,8.966395952,7.596512635
00028197_labeled.obj,57.07358394,4.893617197,7.11113094,4.040892678
00087969_labeled.obj,24.56172983,5.080781802,2.995601206,5.4245543
00085489_labeled.obj,24.39073265,2.571370867,4.320034625,4.947344612
00052409_labeled.obj,27.79675902,5.07174357,5.12160978,7.650216119
00070112_labeled.obj,90.9660114,8.354431451,5.110928808,5.962311619
00091297_labeled.obj,36.74713868,7.273553598,6.250889313,1.983240096
00089153_labeled.obj,128.6913453,7.49484096,7.483526914,4.975490498
00011907_labeled.obj,57.53547327,7.909119731,3.901939952,3.615819745
00037960_labeled.obj,20.72617292,7.795317004,4.299777626,2.782948202
00045009_labeled.obj,35.53948876,6.702169023,4.880959036,4.821480825
00055955_labeled.obj,107.5433185,7.68595392,8.604466012,7.157680965
00089195_labeled.obj,48.20918597,3.203201776,4.608185153,2.548310492
00067195_labeled.obj,34.3215195,4.657762219,5.157364288,4.92374471
00083742_labeled.obj,71.0007853,2.946659772,6.563628563,7.244383746
00011640_labeled.obj,1.923478129,5.68015166,7.502824068,3.293294948
00033594_labeled.obj,4.933053671,5.310186232,1.458055443,3.937324528
00098664_labeled.obj,2.759911451,2.245929506,7.218907578,2.556511775
00088427_labeled.obj,61.14100719,5.50946804,3.004718459,5.979659582
00056454_labeled.obj,226.1975869,10.03020821,4.497020684,9.726949713
00001117_labeled.obj,8.768312412,4.120268003,1.343846321,2.460229879
00046573_labeled.obj,60.07025351,4.200540408,5.894270058,4.930709648
00047115_labeled.obj,45.59173253,6.593659671,4.449680334,3.934791293
00064998_labeled.obj,23.16518906,3.363551515,5.418815847,3.639246177
00059286_labeled.obj,8.406767377,3.914185244,2.049069513,4.399224514
00033974_labeled.obj,27.61819241,6.465807106,2.872440249,4.951662789
00045471_labeled.obj,28.41060733,5.462769306,5.703914948,3.458745477
00079141_labeled.obj,39.42613165,2.753498579,4.949995815,5.985948286
00026986_labeled.obj,67.08443508,6.369390873,5.22984632,3.793140855
00017466_labeled.obj,1.282943522,6.281304841,4.741672012,4.113995592
00069800_labeled.obj,20.15769687,6.409830517,3.363603895,3.393227648
00015967_labeled.obj,10.9650158,4.00018692,2.882836443,3.499300492
00071296_labeled.obj,21.01270721,4.737740815,2.016259264,6.971158464
00057876_labeled.obj,4.037680895,9.423378742,8.659958538,3.55894969
00067040_labeled.obj,30.91457147,5.039439057,6.061683098,2.37596908
00085399_labeled.obj,19.40403502,5.031413502,5.465198214,1.839305415
00097894_labeled.obj,21.95060885,2.230761027,7.099598947,5.216394109
00083273_labeled.obj,53.37007989,4.80096268,3.541895076,3.85708264
00013997_labeled.obj,13.42207418,4.566072213,2.887335992,3.772159155
00033682_labeled.obj,60.55454582,2.515031834,6.437737683,2.881077655
00030120_labeled.obj,30.66525463,2.351011893,8.042717823,3.913481428
00021744_labeled.obj,33.64790658,5.444405055,5.368399227,2.956986052
00058852_labeled.obj,29.98780629,2.123242677,3.084608438,3.421213177
00035926_labeled.obj,9.339006555,2.163790693,3.71894787,2.143684963
00080008_labeled.obj,19.14351428,6.045009151,4.867917661,3.079083832
00046196_labeled.obj,38.39350244,5.875521236,5.067544303,2.65816697
00088120_labeled.obj,72.05584571,9.477815242,6.980794246,3.158853813
00093467_labeled.obj,71.89600809,4.534075959,6.817916728,5.969262485
00072598_labeled.obj,49.20167362,6.652966894,3.384861305,4.751747907
00001091_labeled.obj,50.17981067,4.742634417,4.296500123,5.101390333
00077888_labeled.obj,16.74257794,7.700256627,2.946421203,3.544988958
00025909_labeled.obj,30.80503043,3.178200336,3.841794952,5.152936084
00036257_labeled.obj,77.0294356,8.023901419,6.919686842,3.130360008
00039957_labeled.obj,42.26549265,6.112716415,5.012235933,3.911465105
00070658_labeled.obj,50.15184327,7.795858865,4.708079772,3.100559756
00078754_labeled.obj,10.85957217,6.650081789,4.251692632,1.876644113
00009355_labeled.obj,27.97866068,5.63917136,3.96645088,5.148042934
00025837_labeled.obj,24.22153952,6.444100178,4.533972253,4.610239105
00050117_labeled.obj,25.73552699,2.89330338,3.909711585,6.229243194
00009935_labeled.obj,29.69567351,6.822781129,3.075387668,4.511105292
00068460_labeled.obj,33.48537787,3.003508154,5.005852742,4.968907646
00081618_labeled.obj,4.421452536,3.811237788,2.422139199,1.694918394
00029381_labeled.obj,14.6260459,4.05181538,5.448001052,3.186490801
00044625_labeled.obj,83.58571079,5.481190152,6.124488784,5.011105326
00016341_labeled.obj,52.11083679,4.406741171,2.379675481,5.200860024
00007761_labeled.obj,27.91616698,2.806020505,6.432484365,3.340517782
00037286_labeled.obj,27.30884839,5.726212203,1.449363701,4.222895818
00064249_labeled.obj,12.60860704,5.070664666,2.828443893,4.236853785
00091699_labeled.obj,97.457179,7.467467376,7.759412731,7.139920586
00092381_labeled.obj,17.53443901,4.855379914,2.3863874,2.915668517
00006729_labeled.obj,14.21724466,1.735265809,5.272981945,2.188265323
00085561_labeled.obj,48.03332326,9.469137047,2.63544729,6.704798853
00007931_labeled.obj,4.642721159,3.496822685,1.508985505,4.105138358
00094138_labeled.obj,216.5503285,6.815511771,9.930069699,6.133990005
00086525_labeled.obj,37.34018618,6.806091828,3.209768822,4.049347808
00058712_labeled.obj,11.708664,2.3934504,2.078515563,5.334882423
00001969_labeled.obj,71.23336573,4.723400781,5.207550119,5.535909775
00013408_labeled.obj,70.57599062,7.338918821,7.065405599,4.566371817
00048945_labeled.obj,36.23830179,2.761677058,3.030908473,4.292518427
00031168_labeled.obj,20.32563641,2.849909994,7.461493967,2.593220032
00052990_labeled.obj,77.27841378,5.953450396,3.489202932,7.156152617
00076922_labeled.obj,45.55443418,4.285814786,4.667315519,6.230270923
00021498_labeled.obj,21.5842023,4.155729757,3.086460059,3.261351148
00101925_labeled.obj,1.224214177,0.766226739,1.224644708,2.463836999
00093186_labeled.obj,36.03336498,2.717685218,3.00334108,3.60063343
00085681_labeled.obj,36.58513226,4.774973851,4.531831377,4.384923689
00051873_labeled.obj,69.44962997,7.535149353,4.551801717,5.440815982
00057013_labeled.obj,45.76816495,7.604827785,2.678575389,6.040926232
00069355_labeled.obj,65.67306547,6.251683138,6.045163581,4.499654727
00069385_labeled.obj,44.28784887,7.891798261,6.568235882,2.864481976
00062632_labeled.obj,35.17055294,7.265721909,4.446655286,2.60176186
00087687_labeled.obj,106.719255,6.467069038,5.117460182,6.218529862
00063696_labeled.obj,64.68286834,7.471150822,2.404619949,6.921651237
00029291_labeled.obj,126.8656758,5.93292954,5.639326467,8.085812583
00055012_labeled.obj,49.43586689,2.977238761,5.062850436,6.119889235
00079935_labeled.obj,12.75605965,8.076084985,4.9560242,2.813015292
00041872_labeled.obj,26.68740017,4.671747034,2.213277299,4.427468988
00017120_labeled.obj,60.45038349,6.433559187,4.347202302,4.288704106
00075009_labeled.obj,28.25050053,5.180633429,4.448481977,4.155829548
00100285_labeled.obj,154.7338292,35.44243427,10.87242425,11.56082839
00030805_labeled.obj,168.9692492,6.216521215,7.782908702,7.161038166
00072034_labeled.obj,2.285048912,2.431260215,2.124808052,5.884839485
00006275_labeled.obj,48.45063383,2.86093866,7.279977993,4.965560304
00025547_labeled.obj,61.08569828,4.483996015,8.098194696,6.922549855
00078077_labeled.obj,23.84506702,2.390531579,4.855212238,4.515756863
00036673_labeled.obj,6.823484161,2.183076107,5.242758628,1.674781544
00079132_labeled.obj,42.6899669,7.959442909,2.183688917,5.9592185
00064147_labeled.obj,37.06723818,3.275453442,5.0661892,5.475954425
00085428_labeled.obj,77.30727526,7.705251376,3.439954981,7.251848476
00033307_labeled.obj,19.7418804,5.838219566,2.574026838,3.733987158
00043562_labeled.obj,28.30151259,4.58489524,3.563335297,5.666217193
00071235_labeled.obj,46.25163022,4.79110082,7.202334928,2.730720121
00083259_labeled.obj,9.55288631,2.946172098,3.798576843,7.304199266
00018582_labeled.obj,60.15058689,6.494413722,3.784978931,6.310783252
00087940_labeled.obj,146.5717785,9.006579717,5.962971589,6.819562479
00084948_labeled.obj,63.99791144,5.601497611,4.543041829,1.874333379
00068074_labeled.obj,54.63149122,7.861510672,2.552819975,5.363574947
00020402_labeled.obj,69.08293034,6.719879429,5.860019965,4.493529598
00016730_labeled.obj,6.334475482,5.154746952,1.964308698,4.590271361
00074701_labeled.obj,69.69738653,6.113301624,6.199544314,2.662809961
00088220_labeled.obj,207.112732,35.31836296,11.34283796,11.36264596
00034824_labeled.obj,167.2391561,35.11005143,10.78045428,11.58204042
00077656_labeled.obj,0.522286504,2.574097026,1.246575154,1.927661324
00044493_labeled.obj,1.290972968,2.052165041,7.384671105,6.279174276
00010277_labeled.obj,77.89717292,8.825989685,3.871043674,5.483946038
00050092_labeled.obj,46.21107609,3.169139226,6.776893831,4.758500692
00051125_labeled.obj,59.14044363,6.108866798,5.662480839,4.612825473
00050129_labeled.obj,64.93665324,5.772947061,4.065729527,6.032665571
00024636_labeled.obj,172.1117338,7.838931951,6.784077094,6.986818229
00000495_labeled.obj,4.067016937,2.556981463,2.821549171,6.275246841
00021688_labeled.obj,42.32749669,9.706343064,2.873664402,3.965048627
00086596_labeled.obj,35.17960773,3.190338009,2.756340034,7.153801845
00092273_labeled.obj,17.03480231,2.333200339,6.529741366,2.220880504
00097373_labeled.obj,41.02522132,3.390327848,4.592602903,5.654698031
00058755_labeled.obj,140.9825939,8.327578054,4.151620197,8.16306231
00030063_labeled.obj,16.74646284,2.411230646,4.383665293,3.821892946
00100901_labeled.obj,54.60244533,6.220083044,4.033679312,3.982550568
00085519_labeled.obj,36.28040008,3.027830461,4.249135277,5.536201927
00083916_labeled.obj,62.27412453,6.170312564,5.961054202,4.511087305
00027947_labeled.obj,73.02800659,7.379678765,4.084510484,6.307801928
00080982_labeled.obj,219.1773786,9.474527957,8.49428803,6.518964966
00021383_labeled.obj,12.36425787,6.094696545,5.501388901,3.438381083
00075572_labeled.obj,86.56058837,9.009647852,5.390223154,4.095438793
00089901_labeled.obj,70.87716117,8.687611782,3.614029988,4.339211216
00019353_labeled.obj,37.41664197,4.235481975,6.425027594,7.510856396
00041757_labeled.obj,8.842372182,3.866915751,2.17811959,1.695340743
00091747_labeled.obj,48.68273325,2.777728168,5.386572896,7.136285456
00023014_labeled.obj,40.29669886,4.573180218,4.628735585,3.732361671
00035467_labeled.obj,25.53679992,4.748291439,5.629304232,3.234837693
00022518_labeled.obj,61.04425652,6.09645097,5.302994992,4.992330692
00066319_labeled.obj,151.6448378,35.2836671,10.98605058,10.93001016
00008041_labeled.obj,15.38911099,1.846301435,2.217631448,2.646158666
00039046_labeled.obj,91.86258458,6.329991601,3.103930165,8.970479546
00059265_labeled.obj,15.77111934,3.59461163,3.204837441,1.971130269
00051666_labeled.obj,6.030648298,3.285802976,3.222171631,1.599851582
00047861_labeled.obj,29.67071091,9.457785674,4.099875726,5.454512859
00022177_labeled.obj,32.82127875,4.767210797,4.962715123,3.518592829
00048801_labeled.obj,94.22693632,5.581596885,7.079030378,6.140769431
00020681_labeled.obj,80.8060789,5.560501658,6.441889688,5.862710301
00035324_labeled.obj,83.31245138,7.607640642,7.465670506,2.841260246
00061518_labeled.obj,10.12073972,1.826875137,3.786094751,4.490582103
00078918_labeled.obj,79.73276779,9.706231079,2.168999928,8.337585613
00074846_labeled.obj,65.40739477,6.46829003,4.870926039,5.142605666
00091737_labeled.obj,34.06810194,6.69092241,4.082665751,2.264939174
00012775_labeled.obj,64.20727787,9.281369171,4.825255636,4.218701913
00063140_labeled.obj,18.46452285,3.686926582,2.301538532,5.780290436
00081298_labeled.obj,18.69527566,7.340694919,3.883667968,5.416315764
00094187_labeled.obj,79.37179207,5.062320015,6.821980342,4.500070004
00085452_labeled.obj,68.37965576,7.077259246,3.600640279,5.535039562
00019417_labeled.obj,36.21246192,2.301220942,3.853670124,7.71653592
00035385_labeled.obj,6.883263558,7.838473176,5.751671213,1.857510674
00069758_labeled.obj,68.1280613,4.646823864,5.204340047,5.98326476
00014582_labeled.obj,3.347529419,4.301020593,5.285451809,7.332076328
00034153_labeled.obj,48.50470961,7.144657048,3.219551285,6.293552392
00017949_labeled.obj,57.69020397,6.311175799,3.962537104,5.636657278
00002045_labeled.obj,69.86568665,5.133147192,7.175501097,5.303676758
00047038_labeled.obj,37.48204936,5.007227262,5.654875979,4.067187207
00078011_labeled.obj,131.7549722,7.162589015,7.153314924,7.167183841
00099551_labeled.obj,10.35403219,4.561254473,4.276176595,2.476969753
00082044_labeled.obj,19.42472564,5.816277831,3.44403692,4.095659563
00026641_labeled.obj,38.52808932,5.66556839,4.203519285,4.263360693
00006506_labeled.obj,69.661821,8.236190285,6.479381913,2.975079748
00039383_labeled.obj,46.66856746,5.597790082,5.971899839,3.569942382
00036160_labeled.obj,152.3138771,35.00676704,10.78864662,11.82447479
00013169_labeled.obj,23.27683475,7.062570013,2.937682801,4.823715134
00091449_labeled.obj,30.41674324,5.507000769,2.806251699,4.444707824
00048673_labeled.obj,206.5358374,9.002545868,7.081289785,7.464350775
00017863_labeled.obj,50.01140285,6.28999869,3.316715209,6.079066884
00089310_labeled.obj,70.2481413,5.629910363,3.829185108,7.079346463
00050761_labeled.obj,55.97161938,7.537785203,6.165745433,3.514463553
00003852_labeled.obj,15.79492013,3.397904262,4.239203352,3.766035943
00058178_labeled.obj,40.53888698,4.970269974,6.49067022,2.599709865
